,average_speed,average_heartrate,average_watts,distance,elapsed_time,total_elevation_gain,type,commute,start_date_local
943,2.727,,,11189.2,1:26:16,101.6,Run,False,2014-02-12T19:15:02
944,3.211,,,3423.0,0:21:56,0.0,Run,False,2014-02-10T18:59:43
945,1.936,,,5487.8,0:48:45,58.0,Run,False,2014-02-08T14:22:11
946,2.337,,,3234.5,0:28:27,14.9,Run,False,2014-02-05T20:26:59
947,2.946,,,3199.4,0:19:33,0.0,Run,False,2014-02-05T20:05:47
948,2.19,,,2461.2,0:23:53,25.8,Run,False,2014-02-05T19:38:31
949,2.336,,,2074.7,0:16:33,15.1,Run,False,2014-02-05T19:15:48
950,2.982,,,5000.3,0:29:32,0.0,Run,False,2014-02-03T19:01:40
951,2.4,,,8663.4,1:02:43,45.1,Run,False,2014-01-25T16:12:05
952,2.487,,,5010.5,0:35:02,35.0,Run,False,2014-01-23T13:45:46
953,2.736,,,8266.2,0:53:17,34.0,Run,False,2014-01-18T17:54:22
954,2.816,,,5080.4,0:32:15,23.4,Run,False,2014-01-16T18:57:04
955,2.871,,,7637.9,0:48:26,46.0,Run,False,2014-01-13T14:56:50
956,2.642,,,5180.9,0:33:47,29.6,Run,False,2014-01-11T14:31:38
957,2.561,,,7655.3,0:52:38,14.3,Run,False,2014-01-09T15:27:28
958,2.579,,,10016.2,1:08:20,46.7,Run,False,2014-01-04T16:19:37
959,2.882,,,5026.3,0:31:07,28.3,Run,False,2014-01-01T15:48:40
960,2.675,,,5968.9,0:38:19,10.8,Run,False,2013-12-31T14:13:48
961,2.379,,,8664.2,1:02:21,71.8,Run,False,2013-12-27T14:09:46
962,2.796,,,8076.1,0:51:09,80.2,Run,False,2013-12-25T15:09:29
963,2.828,,,5471.9,0:32:50,56.3,Run,False,2013-12-23T15:46:15
964,2.828,,,3260.9,0:19:13,29.5,Run,False,2013-12-22T14:58:04
965,3.013,,,10088.9,1:08:05,55.5,Run,False,2013-10-11T17:32:09
966,2.682,,,24412.7,2:39:38,263.0,Run,False,2013-10-05T09:36:57
967,2.352,,,11506.5,1:29:06,174.3,Run,False,2013-09-28T16:34:35
968,3.112,,,8018.5,0:53:02,25.2,Run,False,2013-08-04T20:15:43
969,3.968,,,2015.5,0:08:28,0.0,Run,False,2013-07-12T20:46:31
970,3.527,,,2204.1,0:10:25,0.0,Run,False,2013-07-12T20:31:32
971,3.32,,,10018.3,0:54:34,56.3,Run,False,2013-07-05T18:55:07
972,2.521,,,15818.8,1:50:18,120.6,Run,False,2013-06-23T12:43:01
973,3.559,,,10118.4,0:47:23,60.8,Run,False,2013-06-16T08:59:56
974,2.357,,,7798.5,0:56:43,110.3,Run,False,2013-06-14T13:40:09
975,3.034,,,20998.9,1:55:21,99.0,Run,False,2013-06-01T09:02:40
